brand,model,year,km_driven,fuel_type,transmission,owner_type,mileage_kmpl,engine_cc,power_bhp,seats,location,selling_price_lakhs
Volkswagen,Vento,2014,128872,Petrol,Manual,Third,14.4,1997,132.3,5.0,Bangalore,1.7
Hyundai,Creta,2008,203232,Diesel,Automatic,Second,11.6,1997,133.8,5.0,Delhi,1.93
Toyota,Fortuner,2011,163258,Diesel,Manual,First,13.3,1498,95.5,7.0,Delhi,0.8
Hyundai,Creta,2014,129678,Petrol,Manual,First,15.3,1197,83.8,5.0,Bangalore,2.07
Hyundai,Venue,2010,176954,Diesel,Manual,Second,15.4,1498,96.1,5.0,Hyderabad,0.8
BMW,X1,2009,183191,Diesel,Manual,First,22.3,998,72.9,7.0,Bangalore,0.8
Hyundai,i10,2013,146017,Diesel,Automatic,First,13.5,1197,87.0,5.0,Mumbai,4.16
Hyundai,Verna,2008,195177,Diesel,Manual,Third,18.4,998,65.6,7.0,Pune,0.8
Honda,Jazz,2015,116221,CNG,Manual,First,13.2,2996,203.1,5.0,Kolkata,4.72
Maruti,Swift,2022,33488,Petrol,Manual,First,12.5,2996,195.1,5.0,Mumbai,8.51
Toyota,Innova,2024,25523,Petrol,Manual,Second,15.4,1248,97.4,5.0,Delhi,9.1
BMW,3 Series,2009,181390,Diesel,Automatic,First,17.0,1498,104.5,5.0,Ahmedabad,0.8
Hyundai,Creta,2011,164526,Petrol,Automatic,First,12.5,1997,133.4,5.0,Hyderabad,2.77
Tata,Altroz,2011,164742,Diesel,Automatic,Second,11.0,1997,132.8,5.0,Delhi,2.62
Honda,Amaze,2020,69485,Petrol,Manual,First,18.3,1498,105.6,5.0,Hyderabad,4.48
Tata,Nexon,2022,40622,Petrol,Manual,Second,12.5,2494,169.6,7.0,Jaipur,8.02
Tata,Tiago,2024,19610,Petrol,Manual,Second,17.8,796,56.9,5.0,Delhi,6.34
Hyundai,Venue,2011,162057,CNG,Automatic,Fourth & Above,15.5,1997,132.9,5.0,Ahmedabad,1.07
Mahindra,XUV300,2010,175859,Petrol,Automatic,Third,14.2,1197,77.2,5.0,Kolkata,0.8
Tata,Nexon,2021,58977,Diesel,Manual,First,16.5,1248,78.9,5.0,Hyderabad,5.7
Tata,Tiago,2018,87389,Petrol,Automatic,Third,13.1,796,58.8,7.0,Hyderabad,4.13
Tata,Altroz,2010,178423,Diesel,Manual,Second,14.4,1197,74.4,5.0,Lucknow,0.8
Toyota,Etios,2017,111268,Diesel,Automatic,First,12.2,2494,175.7,5.0,Chennai,7.95
Honda,WR-V,2010,167461,CNG,Manual,Second,12.0,1997,132.5,6.0,Bangalore,0.8
Honda,WR-V,2024,18331,Diesel,Manual,Third,15.4,1248,77.1,5.0,Bangalore,7.95
Maruti,Ertiga,2022,45701,Petrol,Automatic,Second,13.8,998,64.3,7.0,Chennai,6.49
Mahindra,XUV300,2010,181666,Petrol,Manual,First,17.6,998,76.0,5.0,Delhi,0.8
Maruti,Alto,2023,39761,Petrol,Manual,Third,13.6,2494,163.6,5.0,Lucknow,6.16
Honda,WR-V,2018,88424,Diesel,Automatic,Second,15.1,1248,83.6,5.0,Ahmedabad,6.3
Ford,Figo,2019,75282,Petrol,Manual,First,,1248,79.6,5.0,Hyderabad,3.84
Maruti,Alto,2008,194073,Diesel,Manual,Second,10.8,2494,169.8,5.0,Chennai,1.19
Maruti,Swift,2010,180252,Electric,Manual,Third,20.8,998,66.2,7.0,Ahmedabad,1.4
Mahindra,XUV300,2012,156729,Diesel,Automatic,First,16.3,1197,77.3,5.0,Ahmedabad,0.8
Tata,Harrier,2014,136060,Petrol,Manual,Second,18.6,796,57.4,6.0,Kolkata,1.46
Toyota,Etios,2014,126479,Diesel,Manual,First,13.8,1997,129.8,5.0,Lucknow,3.02
Maruti,Dzire,2021,46326,Petrol,Manual,Second,19.2,1498,106.8,5.0,Chennai,5.72
BMW,5 Series,2014,142636,Electric,Manual,Second,14.3,1248,82.0,5.0,Ahmedabad,0.8
Honda,Amaze,2014,129979,Petrol,Automatic,Third,13.1,1197,73.4,5.0,Mumbai,3.36
Honda,Jazz,2017,99088,Petrol,Manual,Third,14.1,796,55.5,5.0,Lucknow,2.61
Hyundai,i20,2012,149535,Petrol,Automatic,Second,13.7,1997,126.7,7.0,Hyderabad,2.21
Toyota,Fortuner,2021,70599,CNG,Automatic,First,15.3,1498,95.7,5.0,Hyderabad,9.0
Toyota,Fortuner,2022,39477,Petrol,Manual,First,15.6,1498,104.0,5.0,Pune,9.36
Maruti,Alto,2016,104862,Petrol,Manual,Third,9.0,2494,165.8,5.0,Chennai,3.58
Volkswagen,Polo,2014,128816,Petrol,Automatic,First,16.5,998,71.5,5.0,Delhi,3.28
Maruti,WagonR,2012,175044,Petrol,Manual,First,16.5,1248,82.3,5.0,Hyderabad,1.54
Audi,A6,2021,60280,Petrol,Automatic,First,11.5,1997,127.2,5.0,Mumbai,24.29
Maruti,Ertiga,2009,189001,Petrol,Manual,Second,9.5,2996,201.5,7.0,Hyderabad,1.3
Hyundai,i20,2019,86446,Petrol,Manual,Second,12.7,2494,172.7,5.0,Jaipur,6.19
Maruti,Dzire,2010,167824,CNG,Automatic,First,14.6,2996,194.0,5.0,Chennai,3.67
Honda,Amaze,2021,54237,Petrol,Manual,Second,15.3,796,49.0,5.0,Delhi,5.79
Audi,A6,2018,77848,Petrol,Automatic,Third,11.3,2996,197.4,5.0,Pune,17.79
Hyundai,Creta,2023,32938,Petrol,Automatic,Second,15.0,1248,84.9,7.0,Lucknow,9.57
Hyundai,Venue,2020,76530,Diesel,Manual,Third,8.2,1997,126.5,5.0,Bangalore,6.47
Tata,Harrier,2020,79221,Petrol,Manual,First,12.5,1997,129.3,7.0,Kolkata,5.4
BMW,3 Series,2012,155788,Petrol,Manual,First,11.0,1997,136.8,5.0,Pune,0.8
Maruti,Alto,2019,80381,Petrol,Manual,First,10.0,1997,127.2,5.0,Bangalore,5.07
Volkswagen,Polo,2009,187619,Petrol,Automatic,First,14.2,1248,88.2,5.0,Delhi,0.8
Maruti,Swift,2018,96772,Petrol,Automatic,First,14.7,1197,85.3,6.0,Hyderabad,5.23
Tata,Tiago,2011,179831,Petrol,Manual,Second,19.6,796,57.2,5.0,Ahmedabad,0.8
Toyota,Innova,2018,90662,Petrol,Manual,First,10.2,1997,129.5,7.0,Lucknow,6.58
Mahindra,XUV500,2023,35013,Petrol,Manual,Second,18.2,998,67.0,5.0,Lucknow,7.0
Maruti,WagonR,2016,99069,Diesel,Manual,First,14.2,1997,137.2,5.0,Lucknow,4.39
Mahindra,Scorpio,2011,152104,Petrol,Manual,First,15.4,2996,212.3,5.0,Kolkata,4.13
Mahindra,Scorpio,2023,38748,Diesel,Manual,First,12.7,2494,181.1,5.0,Delhi,11.16
Honda,WR-V,2014,124890,Diesel,Automatic,First,14.8,2494,167.0,7.0,Jaipur,5.89
BMW,3 Series,2008,198481,Petrol,Manual,First,17.6,1197,79.4,5.0,Hyderabad,0.8
Tata,Altroz,2018,86950,Diesel,Manual,Fourth & Above,15.4,1498,91.1,6.0,Kolkata,3.52
Tata,Harrier,2021,52779,Petrol,Manual,Fourth & Above,17.1,998,66.6,5.0,Kolkata,3.81
Maruti,WagonR,2024,19364,Petrol,Manual,First,17.7,796,58.6,6.0,Ahmedabad,4.91
Honda,City,2018,82963,CNG,Automatic,Second,13.0,1248,80.2,5.0,Bangalore,4.57
Volkswagen,Vento,2012,161329,Petrol,Manual,First,18.1,796,53.1,5.0,Jaipur,0.84
Maruti,Swift,2024,15228,Petrol,Manual,First,19.1,1197,71.5,5.0,Ahmedabad,6.62
Ford,Endeavour,2017,96051,Diesel,Manual,Second,12.6,2494,170.9,5.0,Jaipur,5.59
Maruti,Alto,2016,105534,Diesel,Manual,First,13.9,998,61.2,5.0,Bangalore,2.86
Maruti,Alto,2015,123398,Petrol,Manual,First,9.7,2494,165.1,5.0,Hyderabad,4.39
Hyundai,i10,2020,74044,Diesel,Manual,Second,21.1,1498,96.1,5.0,Kolkata,5.24
Toyota,Fortuner,2021,59632,Petrol,Automatic,Second,16.5,1197,73.5,5.0,Mumbai,8.49
BMW,X1,2023,18311,Petrol,Automatic,First,14.6,1248,82.8,5.0,Pune,29.1
Honda,Amaze,2022,56605,CNG,Automatic,Second,13.0,2494,167.0,5.0,Mumbai,10.17
Honda,Jazz,2012,142253,Diesel,Automatic,First,11.9,2996,203.7,5.0,Kolkata,5.07
Ford,EcoSport,2013,140726,Petrol,Manual,First,15.1,2996,203.2,5.0,Hyderabad,3.74
Toyota,Glanza,2015,112547,Diesel,Manual,First,16.5,1248,81.0,5.0,Pune,4.8
Ford,EcoSport,2011,171630,Petrol,Manual,First,14.1,796,58.6,6.0,Bangalore,0.8
Honda,Jazz,2024,6703,Petrol,Manual,First,16.9,998,65.7,5.0,Delhi,10.11
Tata,Nexon,2018,83489,Petrol,Automatic,Second,11.8,796,58.5,4.0,Hyderabad,4.21
Maruti,Alto,2014,134695,Petrol,Manual,Second,15.9,1498,105.3,5.0,Hyderabad,1.89
Maruti,Ertiga,2014,138534,Petrol,Manual,First,18.5,796,51.4,7.0,Ahmedabad,1.39
Toyota,Etios,2009,168502,Petrol,Manual,First,10.8,2996,194.5,5.0,Jaipur,0.8
Toyota,Fortuner,2010,160561,Petrol,Manual,First,11.8,2996,200.4,5.0,Lucknow,1.57
Audi,A4,2010,175410,Diesel,Automatic,Third,14.2,796,55.2,5.0,Mumbai,0.8
Volkswagen,Vento,2009,184390,Petrol,Automatic,Second,13.6,1498,97.4,,Ahmedabad,0.8
Tata,Harrier,2024,11953,Diesel,Automatic,First,10.3,2996,206.7,5.0,Delhi,11.31
Honda,Jazz,2021,46568,Diesel,Manual,Fourth & Above,17.0,1248,84.9,7.0,Delhi,5.32
BMW,5 Series,2019,70400,Petrol,Manual,First,10.6,2494,171.9,5.0,Kolkata,17.06
Maruti,Alto,2020,61571,Diesel,Manual,Third,16.5,1248,90.2,6.0,Jaipur,4.38
Volkswagen,Vento,2023,28835,Petrol,Automatic,Second,11.4,2494,164.8,5.0,Lucknow,11.24
Honda,City,2014,136079,Diesel,Manual,First,16.8,1197,80.8,5.0,Hyderabad,1.54
Toyota,Glanza,2018,79803,Petrol,Manual,First,15.9,1197,85.5,5.0,Jaipur,6.04
Toyota,Etios,2023,36477,CNG,Manual,First,18.5,796,51.0,6.0,Ahmedabad,8.26
Volkswagen,Polo,2018,99077,Diesel,Automatic,First,15.6,796,55.6,5.0,Chennai,5.89
Mahindra,Bolero,2023,33419,Petrol,Manual,First,13.3,2494,168.8,5.0,Pune,9.88
Tata,Tiago,2012,160540,Petrol,Manual,First,15.3,1997,139.7,5.0,Hyderabad,1.68
Honda,WR-V,2011,178370,Petrol,Automatic,Third,16.9,796,50.6,7.0,Delhi,0.8
Hyundai,Verna,2011,163653,CNG,Automatic,First,15.5,1498,105.0,5.0,Chennai,1.74
Tata,Nexon,2008,182870,CNG,Manual,First,10.5,2996,201.5,4.0,Mumbai,0.82
Hyundai,Creta,2014,134352,Diesel,Manual,First,10.0,2494,156.2,5.0,Bangalore,4.32
Hyundai,i10,2024,20186,Petrol,Automatic,First,12.0,1248,76.9,4.0,Mumbai,8.64
Maruti,Baleno,2021,59705,Electric,Manual,First,13.8,796,54.2,5.0,Ahmedabad,7.43
Tata,Tiago,2013,148744,Diesel,Manual,Second,11.3,2996,203.5,7.0,Jaipur,4.83
Mahindra,XUV500,2009,190709,Diesel,Manual,Second,9.7,2996,203.6,5.0,Lucknow,0.8
Hyundai,Creta,2012,144439,CNG,Manual,Second,16.9,1248,82.7,5.0,Delhi,0.8
Toyota,Innova,2015,122097,Diesel,Automatic,First,16.8,1997,131.4,5.0,Ahmedabad,5.82
Mahindra,Bolero,2008,206711,Petrol,Automatic,First,14.7,796,53.5,4.0,Hyderabad,0.8
Maruti,Alto,2022,48294,Petrol,Manual,First,16.5,1997,134.8,5.0,Mumbai,6.87
Tata,Harrier,2011,162668,CNG,Manual,Second,,2996,199.4,5.0,Bangalore,2.04
Toyota,Etios,2016,117338,Petrol,Automatic,Third,12.1,998,80.3,5.0,Chennai,4.17
Volkswagen,Vento,2016,113273,Petrol,Manual,Third,12.2,2494,172.8,7.0,Chennai,3.24
Mahindra,XUV500,2017,100606,Petrol,Manual,First,14.8,1248,91.1,5.0,Delhi,3.73
Maruti,Baleno,2009,197386,Petrol,Manual,First,14.2,796,48.3,5.0,Mumbai,0.8
Tata,Nexon,2015,128517,Petrol,Manual,Second,16.8,796,55.3,5.0,Delhi,1.85
Honda,City,2022,50987,Diesel,Manual,First,13.8,1498,100.5,5.0,Lucknow,8.99
Mahindra,Bolero,2022,32606,Diesel,Manual,First,11.6,2996,198.3,5.0,Jaipur,11.06
Toyota,Fortuner,2017,105528,Petrol,Manual,First,18.8,796,58.1,5.0,Kolkata,5.06
Maruti,WagonR,2008,198478,Petrol,Manual,First,15.8,1997,126.3,7.0,Delhi,0.8
Toyota,Fortuner,2011,166550,Petrol,Automatic,Second,17.1,1498,109.7,7.0,Hyderabad,0.8
Maruti,Alto,2016,99573,Petrol,Manual,First,15.5,796,37.6,5.0,Jaipur,2.26
Maruti,Dzire,2009,178795,Diesel,Manual,Second,16.0,796,55.5,5.0,Mumbai,0.8
Hyundai,i20,2017,104455,Petrol,Manual,First,18.5,796,54.6,5.0,Lucknow,3.26
Tata,Tiago,2016,90920,Electric,Automatic,First,13.9,796,58.9,6.0,Pune,7.23
Mahindra,XUV500,2023,31624,Petrol,Manual,Third,14.5,796,52.9,5.0,Hyderabad,6.23
Ford,Figo,2017,96563,Petrol,Automatic,First,16.1,1498,111.6,,Chennai,6.91
Tata,Nexon,2019,83406,Petrol,Manual,Second,13.8,1197,77.2,5.0,Kolkata,4.8
Hyundai,i20,2023,28550,CNG,Manual,First,15.9,1197,72.4,5.0,Delhi,5.94
Toyota,Innova,2014,122749,Petrol,Manual,Third,14.6,1997,136.8,7.0,Pune,3.13
Maruti,Swift,2010,174142,Diesel,Automatic,First,14.7,1197,75.1,5.0,Lucknow,2.03
Maruti,WagonR,2009,171650,Petrol,Automatic,First,12.4,1197,79.3,7.0,Mumbai,0.8
Hyundai,Verna,2021,49462,Diesel,Manual,First,18.6,998,72.2,5.0,Delhi,7.08
Ford,Figo,2018,78118,Petrol,Manual,Second,13.3,1997,132.1,5.0,Lucknow,5.67
Hyundai,Verna,2009,195210,Petrol,Manual,Second,15.4,2494,169.4,5.0,Chennai,1.08
Maruti,Swift,2023,36772,Diesel,Manual,First,17.4,1248,88.1,5.0,Jaipur,6.67
Hyundai,i20,2024,9119,Petrol,Manual,First,13.7,2494,168.6,5.0,Pune,9.97
Maruti,Dzire,2023,27966,Diesel,Automatic,First,10.1,2494,161.6,5.0,Mumbai,10.33
Hyundai,Creta,2024,18708,CNG,Manual,First,16.4,1197,84.6,5.0,Ahmedabad,7.93
Hyundai,Venue,2024,28056,Petrol,Manual,First,11.6,1498,100.6,5.0,Mumbai,7.95
Hyundai,i20,2023,35471,CNG,Manual,First,14.8,1997,134.3,6.0,Jaipur,7.94
Toyota,Innova,2014,123502,Petrol,Manual,Third,14.7,1498,101.3,5.0,Chennai,2.54
Honda,Jazz,2021,75168,CNG,Manual,First,19.1,796,48.3,7.0,Kolkata,5.94
Hyundai,Creta,2012,141795,Petrol,Automatic,First,16.6,1248,80.2,4.0,Jaipur,2.51
Volkswagen,Vento,2021,69014,Diesel,Manual,First,10.5,2996,199.7,5.0,Lucknow,9.35
Maruti,WagonR,2021,64385,Petrol,Manual,First,15.0,1498,104.3,5.0,Delhi,6.1
Maruti,Dzire,2016,104828,Petrol,Automatic,First,10.8,2996,200.5,5.0,Lucknow,6.6
Hyundai,i20,2011,157433,Petrol,Manual,First,15.2,1248,84.9,7.0,Hyderabad,0.8
Hyundai,Verna,2012,150841,Petrol,Automatic,First,15.3,1248,77.4,5.0,Jaipur,2.35
Hyundai,i20,2016,114989,Petrol,Manual,Second,12.8,998,62.0,5.0,Bangalore,1.92
Maruti,Ertiga,2020,58877,Diesel,Automatic,First,14.3,1197,82.8,5.0,Pune,7.13
Toyota,Etios,2020,78130,Diesel,Manual,First,15.8,796,41.2,5.0,Pune,6.68
Ford,Figo,2023,43017,Petrol,Manual,Third,13.8,1997,138.4,5.0,Lucknow,8.02
Hyundai,Verna,2024,31093,Diesel,Manual,First,12.3,1997,129.2,5.0,Kolkata,9.25
Mahindra,XUV300,2017,102202,Petrol,Manual,Second,16.9,796,54.3,5.0,Jaipur,4.48
Maruti,Alto,2017,96029,Petrol,Manual,First,12.8,796,54.5,5.0,Ahmedabad,2.9
Audi,A4,2013,152989,Petrol,Manual,First,18.2,1197,82.5,5.0,Lucknow,0.8
Maruti,Dzire,2023,34630,Diesel,Manual,Second,13.2,1248,81.4,5.0,Hyderabad,6.56
Volkswagen,Polo,2018,93748,Diesel,Automatic,Second,11.4,2996,202.1,5.0,Hyderabad,9.19
Audi,A6,2019,75921,Diesel,Manual,Third,16.3,796,56.1,5.0,Ahmedabad,19.25
Tata,Altroz,2022,39566,Diesel,Automatic,Third,12.5,1997,137.4,5.0,Pune,8.39
Maruti,Alto,2021,63309,CNG,Automatic,First,15.4,1498,102.5,6.0,Pune,6.91
Ford,Figo,2018,107568,Petrol,Manual,First,16.5,1498,100.1,4.0,Chennai,4.43
Mahindra,Bolero,2015,109908,Diesel,Automatic,Second,14.5,1248,81.0,5.0,Bangalore,5.91
Hyundai,Verna,2024,27927,Petrol,Manual,Third,10.0,2996,198.4,7.0,Delhi,9.76
Honda,Amaze,2024,15431,CNG,Manual,First,15.5,796,52.5,5.0,Ahmedabad,7.32
Volkswagen,Vento,2022,45010,Petrol,Manual,Second,13.6,998,66.8,5.0,Jaipur,7.3
Hyundai,Venue,2022,46300,Petrol,Manual,First,18.5,1248,91.2,5.0,Kolkata,7.86
Honda,City,2018,73108,Petrol,Automatic,First,12.7,2996,192.6,5.0,Lucknow,10.18
Maruti,Ertiga,2019,81694,Diesel,Automatic,Second,12.5,2494,164.0,4.0,Pune,7.85
Hyundai,Creta,2016,111263,Diesel,Automatic,Second,14.5,1197,84.9,5.0,Delhi,4.86
Maruti,Dzire,2022,56347,Petrol,Automatic,First,12.2,1248,83.2,5.0,Chennai,6.74
Hyundai,Venue,2023,42717,Diesel,Automatic,Second,20.2,796,50.0,7.0,Pune,8.07
Maruti,Alto,2010,183947,Diesel,Manual,First,15.4,796,48.3,7.0,Delhi,0.8
Honda,City,2017,80946,CNG,Manual,Second,18.7,1248,84.5,5.0,Pune,3.42
Toyota,Glanza,2017,95892,Diesel,Manual,Second,16.1,1197,75.7,5.0,Kolkata,5.69
Tata,Altroz,2024,18080,Diesel,Manual,First,14.1,2996,200.7,5.0,Pune,10.71
Maruti,WagonR,2018,86709,CNG,Manual,Second,18.7,998,72.4,7.0,Bangalore,3.15
Mahindra,Bolero,2016,107999,Petrol,Automatic,Second,11.2,2996,210.5,5.0,Delhi,7.22
Tata,Harrier,2014,134690,Petrol,Manual,Second,14.6,998,75.6,7.0,Hyderabad,0.8
Maruti,Swift,2023,30423,Petrol,Manual,First,15.5,1248,82.2,5.0,Bangalore,6.39
Maruti,Ertiga,2016,111853,Petrol,Manual,Second,12.2,2996,201.1,5.0,Pune,5.01
Maruti,Alto,2008,180261,Diesel,Manual,First,16.2,1248,92.1,5.0,Mumbai,0.8
Volkswagen,Vento,2019,81327,CNG,Manual,First,15.0,1997,131.4,4.0,Hyderabad,7.07
Hyundai,i10,2018,79299,Petrol,Manual,First,13.4,796,,5.0,Pune,3.77
Maruti,WagonR,2016,101248,Diesel,Automatic,First,11.8,2996,198.3,4.0,Jaipur,7.41
Tata,Nexon,2017,89035,Petrol,Manual,First,15.3,1248,68.9,7.0,Pune,2.85
Maruti,Baleno,2021,49244,Diesel,Manual,First,10.8,2996,194.2,5.0,Bangalore,8.12
Hyundai,i20,2018,99829,Petrol,Manual,Second,17.8,796,40.0,5.0,Kolkata,2.99
Volkswagen,Vento,2010,184199,Petrol,Manual,Third,14.4,796,64.3,5.0,Jaipur,0.8
Volkswagen,Vento,2014,126629,CNG,Manual,First,15.4,796,49.0,5.0,Kolkata,1.02
Honda,WR-V,2019,86171,Petrol,Automatic,First,17.1,1248,85.4,5.0,Kolkata,7.9
Hyundai,Creta,2015,107371,Petrol,Manual,Second,13.1,2996,201.0,7.0,Kolkata,5.38
Honda,Amaze,2019,88327,Diesel,Manual,First,12.6,1997,134.8,5.0,Ahmedabad,6.83
Maruti,Baleno,2016,102091,Petrol,Manual,Fourth & Above,17.1,998,64.8,5.0,Bangalore,1.38
Tata,Tiago,2020,63269,CNG,Manual,Third,15.9,796,46.1,,Delhi,3.57
Honda,Jazz,2013,147276,Petrol,Manual,First,13.9,2494,168.7,5.0,Delhi,3.12
Toyota,Fortuner,2023,36595,Electric,Automatic,Second,16.4,1197,85.7,5.0,Lucknow,15.35
Tata,Altroz,2019,86553,Petrol,Manual,Second,13.2,2494,161.8,5.0,Hyderabad,5.81
Hyundai,i10,2017,87833,Electric,Automatic,First,15.1,1498,103.8,5.0,Lucknow,9.4
Volkswagen,Vento,2018,83693,Diesel,Automatic,First,14.7,1197,83.3,4.0,Hyderabad,7.31
Honda,Amaze,2023,32387,Diesel,Manual,Second,13.8,1197,73.1,6.0,Delhi,6.85
Tata,Nexon,2023,30855,Diesel,Manual,Fourth & Above,12.8,2494,171.0,7.0,Jaipur,8.24
Maruti,Alto,2024,24866,Petrol,Manual,First,12.2,796,45.3,5.0,Lucknow,6.19
Maruti,Dzire,2016,107499,Diesel,Manual,First,18.1,1248,88.7,5.0,Pune,2.68
Tata,Tiago,2011,163298,Petrol,Manual,First,13.9,1248,80.9,6.0,Ahmedabad,0.8
Ford,Endeavour,2017,91436,Diesel,Manual,Third,11.3,2996,200.0,5.0,Chennai,7.64
Tata,Altroz,2017,89098,Diesel,Manual,First,13.3,2996,192.6,5.0,Bangalore,7.3
Honda,WR-V,2018,75643,Petrol,Automatic,Second,18.3,998,68.4,,Kolkata,5.42
Audi,A4,2011,158670,Petrol,Manual,First,19.2,796,48.2,5.0,Chennai,0.8
Maruti,Alto,2009,199632,CNG,Manual,First,17.4,796,49.0,,Jaipur,0.8
Honda,Amaze,2022,43349,Petrol,Manual,Third,17.1,1248,79.4,5.0,Bangalore,5.75
Hyundai,i20,2012,165902,Diesel,Manual,Second,13.6,1248,86.9,7.0,Hyderabad,0.8
Volkswagen,Polo,2020,66566,Petrol,Automatic,First,13.2,2494,163.2,5.0,Kolkata,10.07
Mahindra,Bolero,2022,38168,Petrol,Manual,Fourth & Above,12.0,2996,196.1,5.0,Bangalore,9.96
Mahindra,Scorpio,2020,71274,Petrol,Automatic,Second,14.6,796,54.9,,Mumbai,8.06
Tata,Tiago,2021,51246,Petrol,Manual,First,11.8,1997,124.2,5.0,Kolkata,7.42
Ford,Endeavour,2011,163256,Petrol,Automatic,Second,15.0,1248,83.5,5.0,Kolkata,0.8
Maruti,Dzire,2011,166618,Petrol,Manual,Third,11.5,1997,138.9,7.0,Delhi,1.27
Hyundai,i10,2016,105859,Petrol,Manual,First,16.1,1498,103.2,7.0,Bangalore,4.36
Honda,WR-V,2015,117810,Petrol,Automatic,First,14.2,1997,135.4,5.0,Ahmedabad,5.66
Toyota,Etios,2012,156322,Petrol,Manual,Second,16.1,1248,79.7,5.0,Pune,0.8
Maruti,Ertiga,2024,29074,Petrol,Automatic,First,17.4,796,50.9,5.0,Lucknow,6.69
Hyundai,i20,2024,31833,Diesel,Manual,First,14.4,2996,206.4,5.0,Pune,10.94
Volkswagen,Vento,2022,47355,Petrol,Manual,First,19.4,796,41.3,7.0,Kolkata,7.9
Toyota,Fortuner,2014,119956,Petrol,Manual,First,17.9,1248,80.5,5.0,Ahmedabad,2.62
Volkswagen,Vento,2020,74411,Petrol,Manual,First,,1498,100.5,7.0,Mumbai,6.96
Maruti,Baleno,2018,97950,Petrol,Automatic,Second,14.0,2494,170.8,5.0,Hyderabad,7.04
Volkswagen,Polo,2010,168789,Petrol,Manual,First,12.0,2494,154.7,5.0,Bangalore,0.8
Maruti,Baleno,2009,191728,Diesel,Automatic,First,15.7,2494,168.1,5.0,Mumbai,3.19
Tata,Harrier,2019,71391,Electric,Manual,First,15.4,1498,106.8,5.0,Kolkata,8.66
Tata,Altroz,2009,187122,Diesel,Manual,First,13.0,1498,102.1,5.0,Bangalore,0.8
Volkswagen,Polo,2018,92377,Diesel,Automatic,First,12.5,1498,102.8,7.0,Ahmedabad,7.04
Maruti,Alto,2014,131096,Petrol,Manual,First,16.6,998,67.9,5.0,Lucknow,1.59
Ford,Figo,2014,133310,Petrol,Manual,First,17.1,796,48.7,7.0,Mumbai,1.35
Honda,Amaze,2017,91712,Diesel,Manual,Second,18.4,796,49.5,5.0,Kolkata,3.89
Maruti,Baleno,2011,149290,Diesel,Manual,First,14.3,1197,81.1,5.0,Kolkata,0.8
Ford,EcoSport,2012,146647,Diesel,Manual,Second,17.5,796,53.3,5.0,Chennai,0.83
Toyota,Etios,2021,50939,Diesel,Manual,First,15.6,1248,86.7,4.0,Delhi,9.16
Mahindra,Bolero,2019,81079,Diesel,Automatic,Second,17.0,1248,81.4,5.0,Chennai,6.34
Volkswagen,Vento,2016,115270,CNG,Manual,Second,15.3,1997,139.7,4.0,Chennai,3.97
BMW,X1,2024,16299,Diesel,Automatic,First,13.7,998,64.4,5.0,Jaipur,30.96
Tata,Tiago,2010,181742,Petrol,Manual,First,18.3,1197,83.9,5.0,Ahmedabad,0.8
Hyundai,i20,2010,175407,Petrol,Automatic,First,18.9,998,61.4,5.0,Chennai,1.56
Toyota,Etios,2012,154668,Petrol,Manual,First,17.6,796,52.2,6.0,Pune,0.8
Volkswagen,Vento,2015,106859,Petrol,Automatic,First,16.9,1197,86.3,5.0,Pune,5.0
Ford,Endeavour,2019,68752,Diesel,Manual,First,13.8,2494,163.6,5.0,Chennai,7.86
Hyundai,Verna,2023,30030,Diesel,Manual,First,11.0,1197,76.9,5.0,Mumbai,8.99
Hyundai,Creta,2018,81864,Petrol,Automatic,First,16.3,796,50.0,5.0,Bangalore,4.11
Honda,Amaze,2021,50873,Diesel,Manual,Second,14.1,1498,95.8,5.0,Mumbai,6.87
Honda,City,2008,192365,Diesel,Automatic,Second,16.0,1197,79.0,5.0,Delhi,0.8
Hyundai,Venue,2024,23621,Petrol,Automatic,First,13.4,1197,83.9,5.0,Pune,9.62
Mahindra,XUV500,2018,90818,Diesel,Manual,First,14.8,998,56.9,5.0,Kolkata,5.14
Honda,Amaze,2014,120270,Diesel,Automatic,Fourth & Above,,2494,175.0,5.0,Ahmedabad,4.48
Maruti,Baleno,2018,94666,Diesel,Automatic,First,12.5,2494,163.4,5.0,Ahmedabad,7.45
Audi,A6,2023,28702,Diesel,Automatic,Second,12.6,1197,84.7,5.0,Mumbai,36.62
Maruti,Ertiga,2021,65743,Diesel,Manual,Second,15.5,998,59.5,5.0,Lucknow,4.59
Hyundai,i20,2024,27033,Petrol,Manual,First,9.8,2494,167.1,5.0,Ahmedabad,9.93
Toyota,Glanza,2019,77034,Petrol,Manual,First,11.0,2996,200.5,5.0,Pune,9.37
Hyundai,i20,2019,71272,Diesel,Manual,Third,16.7,1197,84.3,5.0,Hyderabad,5.19
Hyundai,Venue,2012,171931,Diesel,Manual,Second,12.8,2494,170.8,5.0,Delhi,3.21
Hyundai,i20,2012,153233,Petrol,Automatic,Second,18.4,1498,102.6,7.0,Hyderabad,2.0
Tata,Nexon,2011,168469,Diesel,Manual,First,18.5,796,51.5,7.0,Delhi,0.8
Hyundai,Venue,2013,139373,Diesel,Manual,Second,16.6,2996,195.1,5.0,Bangalore,4.45
Maruti,Dzire,2023,36727,Electric,Manual,Second,11.3,1997,136.9,5.0,Lucknow,10.15
